Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,210.84426879882812,37130100
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,211.0476837158203,23823000
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,205.57534790039062,35930700
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,211.42539978027344,27694500
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,212.71356201171875,22956200
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,210.65060424804688,23031300
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,208.17111206054688,23249300
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,216.33999633789062,209.53672790527344,20087100
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,206.32110595703125,29480800
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,205.9627685546875,31746500
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,209.6335906982422,30480900
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,217.28515625,37777300
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,217.89532470703125,30709400
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,218.8445281982422,30172700
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,222.31195068359375,33152100
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,225.0238800048828,49169600
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,225.57595825195312,69870600
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,231.41635131835938,49111200
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,224.66554260253906,42503100
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,232.11370849609375,33314200
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,231.9781036376953,25916300
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,235.35838317871094,27158100
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,234.39947509765625,25296100
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,234.58351135253906,18054800
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,234.8450164794922,22211900
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,236.1041717529297,23565000
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,235.1840362548828,22186700
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,236.801513671875,15751100
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,237.28579711914062,16561100
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,236.03634643554688,26728500
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,237.0653533935547,21653500
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,236.6673126220703,16925600
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,233.9297332763672,25262600
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,227.65847778320312,36446900
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,226.4547119140625,30228700
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,227.69732666015625,26339700
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,222.29974365234375,39542200
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,225.59071350097656,37819200
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,230.0175018310547,25324000
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,227.0371551513672,22812500
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,220.91152954101562,34029500
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,220.10574340820312,44727800
